quarter,pdvmil,wara,ngov,ndef,ngdp,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,ngdp,ncons,ncdur,ncnd,ncsv,ncndsv,ninv,ninvfx,nnri,nres,ngov,nfed,ndef,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1998.5,0,0,1540.4,352.3,8847.2,108.2544111,81.726,78.388,61.022,80.548,81.736,81.17689332,78.264,77.595,81.347,70.847,84.402,77.767,77.308,88.313,8847.2,5968,786,1335.8,3846.2,5182,1512.7,1460.3,1066.7,280.1,1540.4,531.8,352.3,60.68273,262.9379046,2.669,276418,0.676999986,0.52125001,248.312,13.44666672,126.0333328,163.3666687,124.3000031,109.83,121.141,7.126666546,4.823333263,0,0.191119865,0.386999995,453.7417857,453.4749286,453.3052143,453.4261071,453.3141429,453.3485714,841.2,845.34575,849.5387857,853.7865357,858.0026786,862.1878214,.,.,.,.,.,.,112.576,112.9831333,113.4759333,114.0312333,114.6063667,115.2001333
1998.75,0,0,1562.5,350.7,9027.5,108.58191,83.14,79.59,64.644,81.65,82.305,81.88242012,80.781,79.967,84.031,72.544,85.157,78.529,76.7,89.063,9027.5,6078.2,826.4,1356.2,3895.7,5251.9,1564,1503.9,1097.1,282,1562.5,537.9,350.7,61.723,264.2650091,2.664,277277,0.676999986,0.521499991,251.216,13.53999996,126.1666641,164.1333313,123.4666672,109.918,121.71,7.25,4.253333092,0,0.191119865,0.386999995,452.13,452.2543,452.5106333,452.2590333,452.1692,451.8354667,847.44,851.8172,856.1646333,860.4093667,864.7109667,868.9330333,.,.,.,.,.,.,112.7975,113.1818125,113.6699687,114.147375,114.6790312,115.2085625
1999,15,0,1585.8,351,9148.6,109.0664155,83.881,80.376,64.804,83.158,83.001,82.78356071,83.324,81.449,85.98,72.975,85.593,78.01,75.772,90.065,9148.6,6157.4,821.3,1385.8,3950.3,5336.1,1617.3,1534,1120.7,282.8,1585.8,541.2,351,62.80886,265.044318,2.644,277992,0.676999986,0.521750033,251.158,13.64000034,126.1333313,164.7333374,122.5999985,110.234,124.064,7.403333187,4.406666756,0,0.199018076,0.389999986,461.1741935,460.268871,461.2210968,461.8739032,462.2823548,463.6835,851.7,856.6763871,861.6146774,866.202,870.8695161,875.0201379,.,.,.,.,.,.,113.0945455,113.4475455,113.8360606,114.2661212,114.7291818,115.2195806
1999.25,0,0,1608.8,352.9,9252.6,109.4502999,84.537,81.64,67.921,83.939,83.939,83.67744915,83.033,83.356,88.39,73.76,85.95,78.009,75.81,90.636,9252.6,6290,856.4,1419.2,4014.3,5433.5,1604.7,1569.7,1147.4,281.2,1608.8,544.3,352.9,63.98227,265.8333028,2.664,278717,0.676999986,0.522000015,253.262,13.80333328,127.6333313,165.9666595,124.5,110.395,124.307,7.740000248,4.453333378,0,0.199018076,0.389999986,459.7742857,461.3625429,462.2508571,462.8410286,463.4308,464.0052,865,868.9958571,873.9076857,878.8203714,884.3417714,888.9495714,.,.,.,.,.,.,113.4832432,113.8874595,114.3125946,114.8303784,115.3832432,115.9051892
1999.5,0,0,1644.6,365,9405.1,109.857263,85.612,82.622,69.575,84.338,84.947,84.52239934,85.118,85.295,90.931,74.373,87.061,79.646,78.056,91.435,9405.1,6398.9,873.1,1441.3,4084.4,5525.7,1644.5,1603.9,1174.5,283,1644.6,558.9,365,65.20994,265.1468263,2.611,279602,0.676999986,0.522000015,254.067,13.94333363,129,167.1999969,126.8666687,110.751,125.348,8.099999428,4.650000095,0,0.199018076,0.389999986,454.6708571,456.9097143,458.5075143,459.5526571,459.8755714,460.6509143,865.5,869.9003429,874.7819714,879.7674,884.4922,889.3874857,.,.,.,.,.,.,113.9813514,114.4532432,114.9378108,115.4991351,116.0452162,116.6352162
1999.75,0,0,1685.9,375.6,9607.7,110.2445237,87.149,83.787,70.44,86.066,85.988,85.74047255,88.138,85.777,91.216,75.283,88.438,81.416,79.904,92.579,9607.7,6524.9,878.6,1484.2,4162.1,5646.3,1699.5,1615.2,1177,288.8,1685.9,575.3,375.6,66.468,268.7926001,2.609,280471,0.676999986,0.522000015,255.409,14.01666641,130.3333282,168.4333344,127.9333344,110.963,127.787,8.239999771,5.04333353,0,0.199018076,0.389999986,538.296875,539.1159687,540.8669375,542.8322187,544.2778125,545.8043125,993.4,998.958125,1005.484344,1011.325531,1017.219187,1022.070031,.,.,.,.,.,.,104.3851282,104.8085641,105.2692564,105.733,106.2095385,106.7054103
2000,0,0,1695.6,360.6,9709.5,111.12192,87.377,85.058,74.402,85.323,87.289,86.50054678,86.908,88.286,94.608,75.872,87.714,78.194,75.179,93.332,9709.5,6683,923.5,1494.3,4265.1,5759.4,1688.8,1672.8,1223.5,297.8,1695.6,562.4,360.6,67.80119,273.5594532,2.627,281190,0.676999986,0.522000015,257.075,14.15333366,131.9666595,170.1000061,129.6333313,111.794,132.416,8.329999924,5.519999981,1.7,0.201851904,0.39199999,560.1,556.7409091,558.5453636,560.2311515,562.8414242,565.3115172,1007.5,1014.0405,1021.097937,1028.077219,1034.804187,1039.36725,.,.,.,.,.,.,104.936,105.4240667,105.9035,106.3715667,106.8816,107.3775357
2000.25,0,0,1726.9,376.9,9949.1,111.6859936,89.081,85.858,73.063,87.027,88.303,87.69450602,92.924,90.505,98.098,75.355,88.884,81.324,78.647,93.347,9949.1,6775.7,905,1537.7,4332.9,5870.6,1810.9,1720.5,1270.1,313,1726.9,583.2,376.9,69.10696,273.4567699,2.629,281877,0.676999986,0.522000015,257.629,14.25,133.3000031,171.4333344,132.0333405,112.338,132.988,8.593333244,5.71333313,0,0.201851904,0.39199999,535.19375,541.6393125,543.6998125,545.8301562,547.8022187,550.7818333,1029.322581,1034.562387,1042.166452,1049.764742,1057.704161,1064.272414,.,.,.,.,.,.,105.8660606,106.4752121,107.0392121,107.6219091,108.2502121,108.8431613
2000.5,0,0,1740,372.7,10017.5,112.3592355,89.156,86.698,74.327,87.619,89.122,88.45307607,91.471,90.824,99.182,74.032,88.604,79.747,77.03,93.827,10017.5,6881.7,915,1560.5,4406.2,5966.7,1791.7,1734.5,1288.4,328.2,1740,579.4,372.7,70.42419,273.5723645,2.63,282649,0.676750004,0.522249997,257.113,14.35666656,134.0333252,173,133.7666626,112.884,135.784,8.320000648,6.016666889,0,0.201851904,0.39199999,559.0933333,555.4549333,557.6947667,558.1263667,561.7769333,564.4382759,1028.7,1034.379133,1041.240533,1048.495733,1055.2201,1062.518345,.,.,.,.,.,.,106.8232258,107.4084839,108.0252903,108.6570323,109.2548387,109.8856
2000.75,0,0,1761.3,374,10129.8,112.949913,89.684,87.465,74.873,88.475,89.904,89.25441413,91.512,91.097,99.566,74.096,88.874,79.379,77.09,94.47,10129.8,6981.1,919.5,1580.9,4480.7,6061.6,1797.4,1742.9,1292.7,333.5,1761.3,579.3,374,71.732,274.2016447,2.646,283439,0.676499963,0.522500038,256.125,14.50333309,134.6999969,174.2333374,135.5333252,113.403,136.762,8.21333313,6.016666889,0,0.201851904,0.39199999,544.19375,548.9846875,551.4660312,554.062625,556.9163437,559.5250312,1024.76875,1032.382937,1039.660281,1046.35625,1053.155531,1059.286781,.,.,.,.,.,.,107.3152941,107.8867647,108.5322941,109.1717059,109.7978235,110.3609412
2001,0,0,1801.1,383.7,10165.1,113.7188437,89.388,87.814,76.143,87.959,90.327,89.43371277,86.671,90.552,98.619,74.435,90.188,81.069,78.447,95.564,10165.1,7058.1,930.9,1575.9,4551.4,6127.3,1701.3,1732,1273.7,329,1801.1,594.3,383.7,73.03452,273.1937386,2.646,284113,0.676249981,0.52275002,256.169,14.53999996,134.6999969,175.9000092,137.7666626,113.952,139.94,7.880000114,4.816666603,0,0.18742004,0.38499999,551.896875,552.8058125,556.466375,559.4928125,562.6925312,565.8467097,1037.1,1043.761094,1050.386031,1057.064,1063.890812,1071.210613,.,.,.,.,.,.,107.7753333,108.3865,108.9738333,109.5461667,110.1366333,110.6755862
2001.25,0,0,1846.9,389.7,10301.3,114.4919643,89.974,88.145,76.105,88.379,90.71,89.82565498,86.393,89.137,96.029,75.482,92.061,82.805,79.544,97.518,10301.3,7118.7,923.9,1594.5,4600.3,6194.8,1699.4,1711,1240.6,335.3,1846.9,608.7,389.7,74.31797,271.9637007,2.642,284775,0.675999999,0.523000002,254.412,14.68999958,135.9666748,177.1333313,136.2333374,114.7,140.464,8.03666687,3.659999847,0,0.18742004,0.38499999,558.59375,560.4324375,563.9619062,567.5825937,570.869375,574.1345,1046,1054.035281,1060.671406,1067.208187,1073.699875,1081.085937,.,.,.,.,.,.,108.59,109.2147419,109.7888065,110.4163226,110.9629677,111.5020645
2001.5,97.1,1,1850.6,395.6,10305.2,114.8506024,89.727,88.533,77.026,88.807,90.954,90.11749591,84.571,88.203,94.445,75.89,91.893,83.361,80.267,96.931,10305.2,7151.2,928.9,1595.1,4627.3,6222.4,1670.4,1700.5,1219.6,342.6,1850.6,616.3,395.6,75.60745,270.5382914,2.663,285526,0.676249981,0.523499966,252.956,14.85000038,134.8666687,177.6333313,133.3666687,114.816,140.998,7.949999809,3.170000076,0,0.18742004,0.38499999,554.3967742,557.4747742,560.5677097,563.561871,566.5089677,568.9990968,1069.7,1075.895,1082.839742,1089.137097,1096.034065,1102.806419,.,.,.,.,.,.,109.2675,109.7340937,110.2947812,110.8562187,111.4302187,112.0361562
2001.75,0,0,1887.2,402.8,10373.1,115.2003465,90.044,89.919,83.497,89.576,91.359,90.6151432,79.696,85.988,91.453,75.245,93.525,84.368,81.374,98.931,10373.1,7267.2,1001.7,1585.2,4680.3,6265.5,1576.6,1657.4,1177.3,312,1887.2,627.4,402.8,77.005,268.9684214,2.666,286288,0.676499963,0.523999989,251.311,14.95333385,132.6666718,177.5,129.4000092,114.859,142.294,7.923333168,1.906666756,0,0.18742004,0.38499999,561.0703704,569.2012222,578.3003704,586.6204444,591.4090769,595.6386538,1068.477778,1075.123222,1080.397,1086.960222,1094.267462,1100.842115,.,.,.,.,.,.,109.8013793,110.1431724,110.6342069,111.0873448,111.5584643,112.0595
2002,296.3,0,1936.6,420.3,10498.7,115.6015327,90.818,90.229,82.541,89.94,91.951,91.14511859,82.373,85.225,89.315,77.254,94.958,86.376,83.128,100.03,10498.7,7309,981.3,1588.3,4739.4,6327.7,1628,1641.4,1149.5,297.8,1936.6,657.8,420.3,78.39703,268.9928017,2.655,286931,0.676750004,0.524500012,249.69,15.10999966,132.1666718,178.0666656,128.8999939,114.878,143.63,7.95666647,1.723333359,-82.4,0.176503122,0.379999995,572.4954545,580.1366061,588.4575758,595.2003333,599.4687273,603.9139062,1087,1090.250437,1095.398156,1100.643406,1107.683219,1112.505387,.,.,.,.,.,.,109.7379412,110.1842647,110.6558235,111.0943235,111.6050588,112.1684242
2002.25,0,0,1968.5,431.9,10601.9,116.1228491,91.299,90.688,83.409,90.055,92.436,91.53208205,83.36,84.887,87.869,79.149,95.87,88.372,85.041,100.302,10601.9,7403.4,986.4,1612.8,4804.1,6416.9,1648.1,1634.9,1128.3,284.8,1968.5,674.4,431.9,79.80513,269.6124237,2.712,287552,0.676999986,0.524999976,250.777,15.22000027,133.6333313,179.4666748,130.8333282,115.312,145.033,8.023333549,1.716666698,0,0.176503122,0.379999995,591.903125,598.3174062,604.2235312,608.9816562,614.1292258,620.0759032,1103.3875,1107.600312,1113.030562,1118.692781,1124.094419,1130.428452,.,.,.,.,.,.,110.0180556,110.5317222,111.03025,111.5699444,112.1682571,112.7600286
2002.5,93,0,1996,440.4,10701.7,116.6321548,91.756,91.303,85.851,90.311,92.761,91.83747884,83.533,84.739,87.417,79.61,96.646,89.772,86.482,100.711,10701.7,7491.2,1010.4,1621.6,4859.2,6480.8,1650.4,1632.1,1120.6,274.6,1996,685.4,440.4,81.24638,270.2979729,2.729,288279,0.676999986,0.525249958,250.416,15.32999992,134.1000061,180.4333344,131.6666718,115.671,145.879,7.626666546,1.643333316,0,0.176503122,0.379999995,608.5991176,616.5954412,623.2487353,628.1282353,634.3970294,638.7504848,1096.291429,1099.630543,1103.445429,1107.974514,1113.534829,1119.390853,.,.,.,.,.,.,110.4645714,110.9760857,111.4376571,111.9845429,112.5132286,113.0708824
2002.75,0,0,2032.3,458.2,10766.9,117.3184418,91.775,91.627,84.719,91.455,93.125,92.39858737,83.473,84.054,85.771,80.826,97.293,91.289,88.476,100.848,10766.9,7553.2,990.3,1648.8,4914.1,6562.9,1661.3,1631.4,1103.3,273.7,2032.3,705,458.2,82.651,269.5242259,2.721,289016,0.676999986,0.5255,250.765,15.48999977,134.7333374,181.5,133.0666656,116.126,146.544,7.599999905,1.333333373,0,0.176503122,0.379999995,613.1,621.301125,628.9024687,634.8569687,639.5853437,644.7332812,1097.960606,1102.821242,1105.772485,1110.038182,1115.171121,1121.155939,.,.,.,.,.,.,110.7925714,111.2512857,111.7842571,112.2716286,112.7555143,113.2746571
2003,123.8,0,2073.6,466.4,10888.4,118.1646517,92.146,92.1,84.8,92.435,93.503,92.93002773,83.469,84.066,85.385,81.607,97.091,91.315,87.785,100.511,10888.4,7646.9,979.4,1695.7,4971.8,6667.5,1671.5,1642.8,1097.7,274.2,2073.6,725.2,466.4,84.02973,270.7335683,2.705,289614,0.676999986,0.525750041,249.248,15.61666679,137.3333282,183.3666687,138.0333405,116.603,148.911,7.119999886,1.156666636,0,0.164000586,0.358999997,630.2030303,641.4290303,651.5281818,658.9763939,664.1003333,667.9032424,1105.3,1107.494333,1110.521727,1113.595273,1117.426455,1122.302303,.,.,.,.,.,.,111.2416216,111.740973,112.2275946,112.6831622,113.1840541,113.7595946
2003.25,0,0,2110,507.2,11008.1,118.5183191,92.881,92.956,88.116,92.864,93.971,93.38527392,83.955,86.215,87.682,83.465,98.534,95.718,95.191,100.201,11008.1,7723.8,1007.3,1674.8,5041.7,6716.5,1678.6,1681.7,1123.8,282.6,2110,762.1,507.2,85.43906,270.8007201,2.716,290237,0.676999986,0.526000023,248.337,15.67333317,136.1333313,183.0666656,137.1666718,116.758,151.768,6.473333359,1.039999962,0,0.164000586,0.358999997,635.5,650.3413437,659.4375,665.37175,670.5334375,675.9685,1103.8,1105.774187,1108.516812,1111.339062,1115.563625,1119.797625,.,.,.,.,.,.,111.9541176,112.4339412,112.8845588,113.3971176,113.9601471,114.4754706
2003.5,41,0,2127.5,503.1,11255.7,119.1861327,94.438,94.253,91.652,94.686,94.614,94.3214253,87.002,88.992,89.679,87.722,98.824,95.812,94.066,100.608,11255.7,7882.5,1037.5,1732.3,5112.6,6844.9,1745.1,1740.9,1150.8,284.1,2127.5,765.2,503.1,86.88605,270.4389423,2.724,290953,0.676999986,0.526250005,248.944,15.77999973,136.8333282,184.4333344,138.0666656,117.343,153.594,6.806666851,0.930000007,-126.4,0.164000586,0.358999997,668.9151852,671.2302963,676.6265926,681.8515556,687.3885185,692.503,1100.5,1102.238385,1103.702385,1107.053154,1110.357231,1114.334885,.,.,.,.,.,.,112.1734483,112.585069,113.0175172,113.5572069,114.0779655,114.5572069
2003.75,78.2,0,2139.1,515.1,11416.5,119.8104693,95.288,94.773,92.244,95.066,95.168,94.83064941,90.22,90.584,90.845,90.101,98.895,96.511,95.929,100.31,11416.5,7962.8,1035,1747.6,5180.3,6927.9,1823.6,1787.9,1170.4,286.6,2139.1,773.4,515.1,88.329,272.3271459,2.732,291679,0.676999986,0.526499987,249.931,15.88333321,137.8666687,185.1333313,139.2333374,117.831,154.772,6.663333416,0.916666687,0,0.164000586,0.358999997,671.715625,677.921,684.0609375,691.275,699.6897187,704.5617187,1107.7125,1109.418,1112.803094,1116.461969,1120.803312,1124.624219,.,.,.,.,.,.,112.6747059,113.1097941,113.6174118,114.1146765,114.6205,115.1314412
2004,0,0,2184.5,535.9,11597.2,120.8557822,95.959,95.676,93.265,95.962,96.052,95.71436323,90.691,90.404,90.124,90.904,99.366,97.749,97.359,100.325,11597.2,8105.3,1045.9,1789.2,5270.3,7059.5,1853.6,1802.2,1164.6,290.8,2184.5,805.1,535.9,89.78012,273.8247919,2.75,292230,0.676999986,0.526750028,251.121,15.97666645,139.5,186.6999969,142.1999969,118.798,154.328,6.273333549,0.916666687,0,0.165595233,0.35800001,715.4,725.7544667,733.4980333,738.5086333,742.1712333,744.7114483,1200.16,1204.449567,1207.7223,1212.333267,1216.817733,1221.494241,.,.,.,.,.,.,106.163875,106.54625,106.9224062,107.3145625,107.8134062,108.257129
2004.25,25,0,2219,545.6,11778.4,121.8778779,96.641,96.193,93.919,96.217,96.633,96.20956515,94.63,93.189,92.555,94.324,99.73,98.304,97.871,100.575,11778.4,8209.4,1052.3,1810.5,5346.6,7157.1,1956,1880,1204.4,300.9,2219,819.9,545.6,91.23126,272.9095677,2.737,292850,0.676999986,0.52700001,251.275,16.07999992,142.6666718,188.1666565,146.2666626,119.785,156.438,6.663333416,1.076666594,0,0.165595233,0.35800001,732.8994,740.6207,747.1129333,751.6840667,755.651,761.1572759,1188.432967,1193.5469,1197.988967,1202.724933,1207.766966,1213.257897,.,.,.,.,.,.,106.919625,107.4431562,107.9103125,108.4055937,108.9530645,109.4561613
2004.5,0,0,2254.4,565.4,11950.5,122.7568284,97.351,97.016,95.768,96.921,97.294,96.87916837,95.857,95.166,95.095,95.284,100.094,100.01,100.708,100.14,11950.5,8330.7,1065,1834.4,5431.3,7265.7,2001.3,1940.6,1244,312.4,2254.4,839.1,565.4,92.69827,274.4561678,2.695,293562,0.677249968,0.527500033,252.257,16.22333336,143.6999969,189.3666687,147.6999969,120.545,158.934,6.449999809,1.486666679,0,0.165595233,0.35800001,718.1,725.5703846,729.9737692,734.6219615,738.7849615,742.4302308,1228.696154,1231.728538,1236.382077,1241.525885,1247.218769,1253.806577,.,.,.,.,.,.,108.1574138,108.6990345,109.2741724,109.8932759,110.5023448,111.0797931
2004.75,0,0,2273.3,556.2,12144.9,123.6814502,98.195,98.132,97.34,97.925,98.359,97.92413892,97.833,96.779,97.197,96.032,99.482,98.778,98.201,99.895,12144.9,8494.9,1083.1,1888.7,5523.1,7411.8,2063.2,1991.8,1279.1,322.4,2273.3,834.5,556.2,94.174,276.2071105,2.668,294300,0.67750001,0.527999997,252.989,16.30333328,145.8666687,191.3999939,150.5333252,121.507,160.661,6.186666489,2.00666666,0,0.165595233,0.35800001,726.1,731.4996897,736.8183103,741.5283103,745.8402069,749.8810345,1226.9,1231.298517,1237.331931,1242.888828,1249.557621,1256.160276,.,.,.,.,.,.,108.508303,108.9946667,109.5641818,110.1112121,110.6553636,111.2325152
2005,100,0,2316.5,578.5,12379.5,124.8248046,99.175,98.866,97.992,99.045,98.978,98.66808346,99.911,97.968,98.086,97.773,99.577,99.19,99.068,99.806,12379.5,8609.6,1089.2,1908.1,5612.3,7520.4,2130.7,2040,1305.2,338.4,2316.5,862,578.5,95.64169,277.3722617,2.683,294928,0.677749991,0.528499961,254.423,16.41666603,147.3666687,192.4333344,152.0666656,122.503,161.735,5.966666698,2.536666632,68.1,0.170652613,0.351000011,729.4885294,735.2778824,740.1470294,744.6751471,748.1142353,751.6558788,1224.948485,1230.933091,1235.971848,1241.855667,1248.248182,1253.645576,.,.,.,.,.,.,109.1103333,109.6737273,110.2510606,110.8012727,111.3630303,111.9768182
2005.25,0,0,2344.6,586.1,12516.8,125.6732063,99.598,99.818,100.733,99.65,99.7,99.35789042,98.124,99.704,99.516,100.049,99.685,99.286,99.826,99.922,12516.8,8747.2,1117.9,1929.4,5699.9,7629.3,2115.2,2099.4,1334.9,346.5,2344.6,867.2,586.1,97.12654,279.5811432,2.637,295518,0.677999973,0.528999984,255.628,16.51000023,149.5333405,193.6333313,154.5333405,123.324,162.552,5.973333359,2.863333225,0,0.170652613,0.351000011,729.8,734.7952558,739.1899767,743.4058372,747.044122,750.9450732,1226.8,1231.926614,1238.320932,1244.460341,1251.16878,1256.931195,.,.,.,.,.,.,110.0399545,110.6903023,111.293,111.9244318,112.5454048,113.1633902
2005.5,0,0,2400.1,606.1,12741.6,126.9665385,100.354,100.528,101.917,100.174,100.384,100,99.205,100.975,100.919,101.073,100.59,101.608,102.492,99.995,12741.6,8908.8,1122.5,2002,5784.4,7786.4,2166.6,2155.6,1362.9,352.3,2400.1,894.1,606.1,98.59906,281.3061795,2.625,296244,0.677999973,0.529500008,256.28,16.59666634,152.3333282,196.4666595,158.6999969,124.678,164.919,5.980000019,3.360000134,0,0.170652613,0.351000011,734.2,738.30614,742.20704,746.04032,749.85584,753.25548,1247.2,1251.71506,1257.43728,1263.09848,1270.30556,1276.61362,.,.,.,.,.,.,111.6176981,112.1890755,112.8303962,113.4980577,114.1417115,114.7690577
2005.75,0,0,2418.3,585.5,12915.6,128.0382263,100.873,100.788,99.359,101.132,100.937,100.6543829,102.761,101.352,101.479,101.105,100.147,99.915,98.614,100.277,12915.6,9010.3,1092.3,2034.2,5883.7,7917.9,2276.3,2194.1,1386.3,369.7,2418.3,881.9,585.5,100,281.8133205,2.596,297001,0.677999973,0.529999971,256.936,16.68000031,154.0333405,198.6333313,164.3000031,125.751,166.05,6.336666584,3.826666832,0,0.170652613,0.351000011,749.9,755.05192,760.89572,765.03992,768.41204,771.64234,1249.8,1256.0333,1262.32864,1268.81088,1275.75378,1282.718,.,.,.,.,.,.,112.51894,113.23788,113.95036,114.61602,115.2666,115.93138
2006,0,0,2474.5,615.5,13183.5,129.0021136,102.196,101.901,103.327,101.793,101.67,101.369059,104.258,103.67,105.759,100.031,101.147,102.763,101.115,100.205,13183.5,9148.2,1132.5,2048.3,5967.4,8015.7,2336.5,2270.6,1457.2,396.8,2474.5,928.5,615.5,101.4153,283.4732078,2.625,297640,0.677999973,0.530499995,259.262,16.70666695,154.1999969,199.5666656,162.7666626,126.382,168.394,6.306666374,4.393333435,0,0.172476724,0.352999985,736.3270833,748.0151042,753.2441875,757.7608542,761.3009792,764.1734884,1249.845833,1256.970667,1263.859687,1270.710042,1278.24525,1284.985837,.,.,.,.,.,.,113.4098846,114.0894808,114.7333462,115.3666538,116.0212885,116.740375
2006.25,227.7,0,2510.5,624.1,13347.8,130.1411801,102.564,102.45,103.064,102.191,102.421,102.0282804,104.098,103.186,107.643,95.502,101.232,101.887,101.384,100.851,13347.8,9266.6,1125.1,2081.4,6060.1,8141.5,2352.1,2279.7,1495.3,428.6,2510.5,930.3,624.1,102.8013,285.3691887,2.612,298273,0.677999973,0.531000018,259.657,16.76000023,158.3999939,201.2333374,165.4000092,127.388,169.065,6.736666679,4.703333378,0,0.172476724,0.352999985,764,765.4475862,770.0833563,773.687233,777.3693784,780.5833774,1249.3,1255.627062,1261.835927,1268.906188,1274.898937,1281.097167,.,.,.,.,.,.,114.4487816,115.1963434,115.8727979,116.5706857,117.2966581,117.947306
2006.5,0,0,2533.3,623.3,13452.9,131.1301076,102.592,103.081,104.216,102.851,102.945,102.5873114,102.643,101.88,108.811,89.988,101.386,101.792,100.892,101.149,13452.9,9391.8,1132.4,2118.1,6141.3,8259.4,2333.5,2264.4,1522.7,447.6,2533.3,932.2,623.3,104.1929,286.9538757,2.612,299029,0.677999973,0.53125,260.791,16.81333351,158.6666718,203.0333405,166.6999969,128.312,169.661,6.593333244,4.906666756,0,0.172476724,0.352999985,738.7,744.6509304,749.0039505,752.4947478,755.0560843,758.9882391,1251.164444,1258.043014,1265.130267,1271.872259,1278.355133,1284.52579,.,.,.,.,.,.,115.9097959,116.6816556,117.4401598,118.2518215,118.9921056,119.7151189
2006.75,0,0,2555.2,636.6,13611.5,131.7144212,103.341,104.112,105.647,104.383,103.731,103.559647,99.712,100.499,109.44,85.194,101.67,102.066,102.963,101.437,13611.5,9484.1,1142.2,2106.9,6235,8341.9,2286.5,2254.2,1546.1,461.7,2555.2,935.9,636.6,105.61,288.8875075,2.629,299848,0.677999973,0.531499982,262.299,16.94000053,156.3999939,202.5,164.1333313,128.722,173.258,6.279999733,4.903333187,0,0.172476724,0.352999985,739.8,744.850369,749.6616622,752.2735619,755.9249073,760.0248755,1260.8,1268.795536,1275.841789,1282.755168,1289.380904,1296.457121,.,.,.,.,.,.,116.43006,116.9872035,117.7620638,118.4435449,119.1039469,119.7901944
2007,0,0,2599.3,636.7,13795.6,133.0953575,103.652,105.059,107.074,105.177,104.641,104.4378772,98.176,99.838,110.561,81.521,101.671,100.738,100.952,102.203,13795.6,9658.5,1153,2153.3,6352.2,8505.5,2267.2,2254.1,1574.1,489.5,2599.3,942.8,636.7,107.0697,287.7010486,2.585,300535,0.677999973,0.531750023,261.942,17.05666733,158.0666656,204.4263306,166.6999969,129.994,175.153,6.296666622,4.983333588,0,0.174077198,0.352999985,747.0909091,751.1950932,753.4979207,756.6225162,759.4728683,762.0232319,1270.5,1278.210171,1287.524317,1293.654661,1301.462105,1307.370631,.,.,.,.,.,.,116.8894434,117.5692885,118.2012771,118.8262008,119.4833575,120.1181298
2007.25,0,0,2657.4,656.6,13997.2,133.9765494,104.475,105.358,107.634,104.961,105.068,104.700899,99.539,100.726,113.579,78.764,102.764,102.558,103.059,102.875,13997.2,9762.5,1154.9,2183.3,6424.3,8607.6,2302,2278.6,1623.5,519.9,2657.4,968.1,656.6,108.5081,287.1529056,2.611,301200,0.677999973,0.532000005,262.588,17.23999977,163.2333374,206.5416718,172.8333282,130.908,176.487,6.49333334,4.736666679,0,0.174077198,0.352999985,741.4978723,747.4985714,751.4798735,754.7867412,757.5293224,760.1167336,1278.9,1285.28135,1292.341244,1299.338609,1305.284214,1311.311811,.,.,.,.,.,.,118.0694314,118.8159296,119.4653689,120.0970814,120.8511902,121.5022244
2007.5,0,0,2700.9,674.4,14179.9,134.5316028,105.402,105.858,109.001,105.507,105.403,105.0887914,99.736,100.626,116.219,73.932,103.757,104.871,105.546,103.11,14179.9,9865.6,1161.4,2205.2,6499,8704.2,2311.9,2280.8,1665.2,556.1,2700.9,991.4,674.4,109.8824,288.3772641,2.606,301967,0.677999973,0.532249987,261.844,17.34000015,163.8666687,207.7466736,173.6666718,131.355,177.778,6.630000114,4.303333282,0,0.174077198,0.352999985,752.3022222,755.4365138,758.8952804,761.0682983,763.9505521,766.4563568,1263.097778,1270.344978,1276.41402,1282.380736,1288.074842,1293.731886,.,.,.,.,.,.,119.5389583,120.0540119,120.6870511,121.4238042,122.0949054,122.7251628
2007.75,739.3,0,2748.3,680.8,14337.9,135.3181007,105.957,106.175,110.464,105.973,105.477,105.2625617,97.753,99.564,118.109,67.745,104.169,105.57,105.668,103.356,14337.9,10019.2,1172.7,2276.2,6570.3,8846.5,2272.9,2263,1697.9,575.9,2748.3,1004.3,680.8,111.137,290.1254536,2.628,302754,0.677999973,0.532500029,262.711,17.38999939,166.4666595,210.6786652,177.4333344,131.884,179.64,6.510000229,3.390000105,0,0.174077198,0.352999985,763.5,766.6078862,769.1467809,772.823399,776.2487588,779.6872555,1269.8,1275.870736,1282.362986,1288.16347,1294.418873,1300.739773,.,.,.,.,.,.,119.7599149,120.3800896,121.113857,121.7340806,122.3639209,122.9814443
